Wall time,Step,Value
1589719946.387267,1500,0.06715244054794312
1589719967.7104049,2500,0.02212454378604889
1589719989.9665132,3500,0.01245582103729248
1589720011.5686374,4500,1.5752723217010498
1589720032.5149763,5500,0.9649068117141724
1589720054.492865,6500,0.6212924718856812
1589720080.79377,7500,1.452519178390503
1589720107.1180446,8500,3.869563102722168
1589720129.106972,9500,2.3437438011169434
1589720149.6091008,10500,5.772947788238525
1589720171.7776744,11500,6.427510738372803
1589720192.5787573,12500,13.681938171386719
1589720214.689653,13500,8.096637725830078
1589720236.4926429,14500,13.966998100280762
1589720258.1474023,15500,14.832249641418457
1589720279.8922565,16500,10.468924522399902
1589720301.8378947,17500,8.4581298828125
1589720332.9304137,19000,10.557973861694336
1589720355.0636659,20000,7.36837911605835
1589720377.5645316,21000,7.025087833404541
1589720398.9793546,22000,5.694995880126953
1589720420.112933,23000,4.273990631103516
1589720442.9013636,24000,4.4689836502075195
1589720464.1035905,25000,3.3909502029418945
1589720486.4033167,26000,1.786984920501709
1589720507.9064193,27000,1.8320597410202026
1589720529.1172204,28000,1.436346411705017
1589720551.7303493,29000,1.8771848678588867
1589720573.0212996,30000,1.0623900890350342
1589720593.9213815,31000,0.6958577632904053
1589720616.222418,32000,1.2929317951202393
1589720637.4897587,33000,0.794424831867218
1589720658.87117,34000,0.5372569561004639
1589720681.8367214,35000,0.5520382523536682
1589720703.171536,36000,0.22442500293254852
1589720724.6380663,37000,0.41695019602775574
1589720746.5628211,38000,0.27782368659973145
1589720768.1420784,39000,0.30519944429397583
1589720789.5093036,40000,0.18655751645565033
1589720811.4106383,41000,0.10415536910295486
1589720832.6337016,42000,0.06284187734127045
1589720854.7002428,43000,0.145917609333992
1589720876.3254335,44000,0.10085716098546982
1589720898.9258533,45000,0.07885374128818512
1589720921.371858,46000,0.14658914506435394
1589720942.8279657,47000,0.1847924292087555
1589720964.2990787,48000,0.16362586617469788
1589720987.4212968,49000,0.06778102368116379
1589721008.7224638,50000,0.03120952658355236
1589721030.2766414,51000,0.1197497695684433
1589721051.9571304,52000,0.060168471187353134
1589721073.1470897,53000,0.14221778512001038
1589721095.2033439,54000,0.05610726773738861
1589721116.7919753,55000,0.07210245728492737
1589721137.9951572,56000,0.09515323489904404
1589721160.272667,57000,0.06448601931333542
1589721181.3755808,58000,0.20329786837100983
1589721202.9418893,59000,0.019178783521056175
1589721225.0103543,60000,0.0734211802482605
1589721246.2459533,61000,0.02654978446662426
1589721268.4555473,62000,0.10994947701692581
1589721290.747717,63000,0.05061995983123779
1589721312.148968,64000,0.025634165853261948
1589721333.6713872,65000,0.10301537066698074
1589721355.638803,66000,0.07526323944330215
1589721377.040791,67000,0.05952277407050133
1589721399.07365,68000,0.04351203516125679
1589721420.9542532,69000,0.022699793800711632
1589721442.7116172,70000,0.033589672297239304
1589721465.1216543,71000,0.025754494592547417
1589721486.6577818,72000,0.05631493777036667
1589721508.1804686,73000,0.0645819827914238
1589721539.2602906,74500,0.042830940335989
1589721561.461734,75500,0.028006985783576965
1589721583.229279,76500,0.04177074879407883
1589721605.15162,77500,0.060500070452690125
1589721626.9091976,78500,0.210566908121109
1589721648.4994419,79500,0.05444255843758583
1589721670.100377,80500,0.0753452330827713
1589721691.9005437,81500,0.05597054213285446
1589721713.114573,82500,0.1494484692811966
1589721735.8691018,83500,0.0172526016831398
1589721757.2605646,84500,0.03652530908584595
1589721778.3162138,85500,0.08283586800098419
1589721800.696662,86500,0.04980917647480965
1589721822.1757112,87500,0.042927321046590805
1589721843.554529,88500,0.062029335647821426
1589721868.7878091,89500,0.13554897904396057
1589721897.201789,90500,0.23261412978172302
1589721918.628594,91500,0.07113870978355408
1589721940.3910134,92500,0.039727114140987396
1589721962.6156595,93500,0.06402482092380524
1589721984.3503244,94500,0.013627130538225174
1589722006.6944637,95500,0.01693689078092575
1589722028.3197744,96500,0.011005232110619545
1589722049.854396,97500,0.1356855034828186
1589722072.313345,98500,0.059300124645233154
1589722093.389678,99500,0.048629023134708405
1589722115.068241,100500,0.030680395662784576
1589722137.313721,101500,0.08357839286327362
1589722158.8938408,102500,0.06276924163103104
1589722181.1368449,103500,0.011771926656365395
1589722203.3833613,104500,0.05869392678141594
1589722224.818809,105500,0.05458535999059677
1589722256.9411995,106500,0.04427993297576904
1589722280.0330255,107500,0.04130425304174423
1589722301.5679743,108500,0.037319257855415344
1589722322.8798127,109500,0.018293015658855438
1589722345.0907085,110500,0.05348176509141922
1589722366.6143851,111500,0.015777654945850372
1589722387.8928778,112500,0.09033456444740295
1589722410.2388034,113500,0.007515394128859043
1589722431.583563,114500,0.02373485639691353
1589722452.9625518,115500,0.0912880226969719
1589722475.6875834,116500,0.05833691358566284
1589722501.3094814,117500,0.024632778018712997
1589722523.5137155,118500,0.023678379133343697
1589722544.7007194,119500,0.007059923373162746
1589722567.0032482,120500,0.10881352424621582
1589722588.4937656,121500,0.10591179877519608
1589722610.0497715,122500,0.013970411382615566
1589722632.395448,123500,0.08933910727500916
1589722653.4957068,124500,0.057576343417167664
1589722674.8088343,125500,0.05932425335049629
1589722697.2887232,126500,0.023898201063275337
1589722718.9332848,127500,0.015722373500466347
1589722739.95789,128500,0.04144637659192085
1589722762.2454987,129500,0.054641228169202805
1589722787.3032339,130500,0.03335220739245415
1589722810.3934946,131500,0.01889011450111866
1589722831.9167435,132500,0.025758732110261917
1589722853.616731,133500,0.07006310671567917
1589722875.2983093,134500,0.03760490566492081
1589722896.821449,135500,0.007698825094848871
1589722918.4981492,136500,0.02611355111002922
1589722940.401377,137500,0.012273973785340786
1589722962.0489645,138500,0.03475620225071907
1589722983.8011932,139500,0.015822915360331535
1589723005.3821445,140500,0.018912585452198982
1589723026.927015,141500,0.030987605452537537
1589723049.6842806,142500,0.03787565231323242
1589723071.694945,143500,0.03131125867366791
1589723093.6405475,144500,0.04412875324487686
1589723116.3420987,145500,0.015844201669096947
1589723137.7563193,146500,0.17652305960655212
1589723168.9133828,148000,0.07101447880268097
1589723190.7901132,149000,0.01715288870036602
1589723212.4921396,150000,0.02101985178887844
1589723233.8615465,151000,0.06690257787704468
1589723256.2176943,152000,0.03727251663804054
1589723277.4400718,153000,0.01604313589632511
1589723298.6083775,154000,0.02764526754617691
1589723320.775149,155000,0.01977957971394062
1589723342.3430245,156000,0.05418183654546738
1589723363.3665917,157000,0.009905547834932804
1589723386.2575793,158000,0.015924375504255295
1589723407.6580591,159000,0.015827758237719536
1589723429.1600692,160000,0.018110813573002815
1589723450.9955428,161000,0.056667037308216095
1589723472.326992,162000,0.0035529076121747494
1589723493.951065,163000,0.05254196748137474
1589723515.729605,164000,0.05143508315086365
1589723536.8977962,165000,0.01922679878771305
1589723558.9766283,166000,0.003030143678188324
1589723580.211765,167000,0.009885281324386597
1589723601.8253717,168000,0.07200354337692261
1589723624.414572,169000,0.010398992337286472
1589723645.4043765,170000,0.0478181354701519
1589723667.0821157,171000,0.031084954738616943
1589723691.038535,172000,0.04114491865038872
1589723712.7073581,173000,0.04959232732653618
1589723734.8868606,174000,0.009649057872593403
1589723756.477307,175000,0.012926695868372917
1589723777.779276,176000,0.005512617528438568
1589723800.2126732,177000,0.10903752595186234
1589723821.3584788,178000,0.010803166776895523
1589723842.713732,179000,0.006678132340312004
1589723864.8294258,180000,0.016595564782619476
1589723886.2385547,181000,0.013209379278123379
1589723907.8065565,182000,0.028907982632517815
1589723930.0742793,183000,0.0535721518099308
1589723951.4544568,184000,0.0843316987156868
1589723973.7874475,185000,0.1429096758365631
1589723995.7560499,186000,0.05341866984963417
1589724017.102008,187000,0.013204636983573437
1589724039.1918604,188000,0.042754389345645905
1589724061.138552,189000,0.03290916606783867
1589724082.3061578,190000,0.04402413219213486
1589724104.3159919,191000,0.05598440021276474
1589724125.56271,192000,0.01118993666023016
1589724146.731592,193000,0.1267990916967392
1589724169.0544581,194000,0.01449999213218689
1589724190.2557783,195000,0.02654842846095562
1589724211.7894025,196000,0.005709309596568346
1589724339.7641308,198000,1.502784013748169
1589724361.887372,199000,1.3516055345535278
1589724382.6112852,200000,1.1903762817382812
